,Time (yrs),R (AU),Vr (m/s),Vt (m/s),m (kg),theta (rad),T radial (N),T tangential (N)
0,0.0,1.0,-1001.87965252933,31662.142778466932,2500.0,0.0,0.17657032835071998,-0.04248866823370763
1,0.0006700178694944117,0.9998600068864468,-985.9503042710706,31666.802516461677,2499.837878490586,0.004461270938640425,-0.12153513948548901,0.07040627850665136
2,0.002244940313778712,0.9995391876079692,-951.7350864166501,31678.58249485781,2499.436069485837,0.014952976562651946,-0.1645135167366186,0.07272198967842444
3,0.0047169452706124,0.9990586916278135,-897.0863433756236,31695.961992634653,2498.7244189630214,0.03143502165691089,-0.15990436236246902,0.07602239833648457
4,0.008081445889375588,0.9984502065348505,-823.2340962013868,31719.014293372096,2497.713280160011,0.05389437040964123,-0.18050230423791355,0.09304834723505429
5,0.012332426335007475,0.9977567356434597,-727.8257797808144,31745.75455855616,2496.452400057692,0.08231239007572234,-0.1275300875295742,0.0772661521562556
6,0.017462318850824412,0.9970362311312785,-607.3007640807615,31772.51546220546,2495.597931170128,0.11665959757480932,-0.06891827146132505,0.046040226048549446
7,0.023461999084921123,0.9963605918309686,-464.2825237148755,31798.903773465747,2494.5450384789888,0.15689192785545583,-0.11485254888400871,0.09459069341399767
8,0.03032079824544786,0.9958070456955985,-303.4065800956002,31826.968843852952,2492.6102881192514,0.20295359529780668,-0.13731803186282227,0.12941455182535846
9,0.03802652085514068,0.9954640752478953,-119.22406082127198,31850.343454413218,2490.405477916557,0.2547690850786547,-0.11077447520131174,0.12832589833245428
10,0.04656546599659536,0.9954366380200673,89.46932519881902,31864.466953997806,2488.318730307865,0.3122329583067852,-0.07827128795706129,0.1069424994450952
11,0.05592245149114546,0.9958421262798981,322.89806042678276,31863.821807259035,2486.435669333573,0.3752033579676805,-0.07182867980689403,0.12899958791886734
12,0.06608084080942182,0.996800140964692,573.5171019743445,31857.456164175583,2483.085359315423,0.4435115286439808,-0.10026850076164381,0.22689934158961525
13,0.07702257260939048,0.9984320999707162,846.3577578820616,31832.240795249247,2479.4331619341483,0.516961280265168,-0.045223840442351566,0.14729610719464917
14,0.0887281928269734,1.0008786151788889,1141.0019674307548,31777.5608993716,2476.498505025107,0.5952770522705273,-0.03867238168877375,0.20064452669136668
15,0.10117688925247574,1.0042708385366745,1450.6081904779944,31709.84241411339,2471.4432387641264,0.6781624224598767,-0.021620293317526948,0.2716060386551548
16,0.11434652852679716,1.0087402753030659,1777.0436862548459,31614.345496580885,2465.873784531052,0.7652846290014199,0.010361765886735146,0.2786121713563019
17,0.1282136954893915,1.0144200773051562,2118.4721485177515,31491.5547149599,2459.0093078182936,0.8562459331646581,0.0537995305415729,0.31287049172220704
18,0.14275373480683176,1.0214366368014995,2468.767112061704,31321.019208372858,2453.2146469894037,0.9505958726937072,0.052585852526461224,0.1594667634340254
19,0.15794079480731987,1.0298706236454147,2808.092548548175,31082.533931716058,2450.703167357122,1.0477627127229887,0.02703179983442385,0.05168293130459447
20,0.17374787344283524,1.0397438241015295,3126.7623771643493,30793.56485790605,2449.8877966056284,1.147150806250535,0.010563804910097813,0.007177239903344608
21,0.19014686629698743,1.0510337840565627,3414.2014588521506,30461.17123391736,2449.684966263251,1.2481889773916535,-0.0075686833598834,-0.007574103380959204
22,0.20710861655308435,1.063681993364034,3673.0866513138303,30100.44375972027,2449.044689280057,1.3503386501115484,0.03223868156767148,0.013054451369583055
23,0.22460296683349282,1.0776198103752441,3895.4814647496464,29711.359752944427,2448.3129634496895,1.4531005440548914,-0.009346045771429841,-0.008406416555088201
24,0.24259881281807086,1.0927173011823998,4082.6926154592934,29298.957589555408,2446.760420494432,1.555993171912887,0.15309124519350018,-0.01666264395378864
25,0.2610641585463048,1.108969027160548,4292.910002790433,28853.421840140854,2437.1325754912464,1.6585637458021272,0.4585637576082107,-0.1344429709495207
26,0.27996617330480583,1.126442179202932,4489.058719076556,28359.50357312172,2421.802078960163,1.7603030724567454,0.4376539572831147,-0.23048116802324023
27,0.2992712499990029,1.1449419684511328,4613.903492491057,27835.69159711706,2407.047594518464,1.8607410898174752,0.386107402682407,-0.2979352740493543
28,0.31894506490524216,1.1641736028609841,4672.269780613395,27290.96378881351,2391.4228902486134,1.959506289191904,0.3465336605581576,-0.35494606180554034
29,0.33895263869704684,1.183823421822643,4657.43848837217,26740.841307691466,2375.8979829538307,2.056315944007255,0.29845168274817596,-0.3872714348693849
30,0.3592583986370289,1.2035560451080465,4574.963733964251,26193.559768789233,2359.8580216866508,2.1509816098677237,0.2654046724305838,-0.4193836017650367
31,0.3798262418238764,1.2230409131727225,4425.33827070344,25659.63771004266,2343.8036155456302,2.2433875303267974,0.22655491793764404,-0.4346399311517336
32,0.4006195993819598,1.2419492664371419,4214.779415913786,25144.719705068666,2327.403502782281,2.3334889526690454,0.20043160657485476,-0.4542638726082859
33,0.42160150147943043,1.259971711671551,3946.3813119826987,24655.597595719744,2310.974696502854,2.4212909893986145,0.16934389884112677,-0.46070477952257277
34,0.44273464305920956,1.2768137783052842,3626.248549148946,24195.787806481847,2294.32307542023,2.506846951951621,0.14895224152371267,-0.4736846040509966
35,0.4639814501659984,1.2922086961074837,3258.331196998559,23769.314857886682,2277.6531838936553,2.590239534297045,0.12456093363843129,-0.47535435392643677
36,0.4853041467513829,1.3059120031399098,2848.1629244305827,23378.336004467365,2260.864703553719,2.6715814050698086,0.1090079143339896,-0.48430311556475775
37,0.5066648218382531,1.3177102968753003,2399.35958730721,23024.84986909452,2244.0822200761954,2.750999438737404,0.08853389654730477,-0.48391854475467294
