,Time (yrs),R (AU),Vr (m/s),Vt (m/s),m (kg),theta (rad),T radial (N),T tangential (N)
0,0.0,1.0,-2422.105993066493,30187.089699206943,2500.0,0.0,0.08114370405636488,0.006922367297749579
1,0.0002549123510769369,0.9998702116694517,-2420.8410952985555,30191.008194907365,2499.9859729041573,0.001618225930902722,-0.019832434322724024,0.0026238029301791665
2,0.0008543855096075111,0.9995652118607978,-2418.6538782308266,30200.42124184599,2499.916615809635,0.005425445777849888,-0.11712749842213564,0.04514708087745234
3,0.001796127629414363,0.9990865705367541,-2415.709049968836,30215.48186793391,2499.7001672879983,0.011411171489429134,-0.13373325480284032,0.05080331098419121
4,0.0030794662094367846,0.9984352461636116,-2411.7322947746966,30236.089136351962,2499.3991012846695,0.01957751984710602,-0.14720556972994053,0.057557259765626305
5,0.004703571270652482,0.9976125278356661,-2406.531931075805,30262.03544111248,2498.9946969435123,0.029927900912265534,-0.1413129114526174,0.04172704450950565
6,0.006667405067162187,0.996620180550755,-2399.8559745433263,30293.324898771127,2498.5230628467084,0.042466582583060984,-0.1568090546234407,0.05551702183327354
7,0.0089697158552419,0.9954602635169112,-2392.220829983218,30330.393434487953,2497.8523246990612,0.05719887592107203,-0.1774382978995107,0.06262953571953261
8,0.011609037144690656,0.9941352846111711,-2382.5050338518363,30372.830320136334,2497.12139987869,0.07413096310444287,-0.1461043834012875,0.055199406801746884
9,0.01458368817137952,0.9926491379679336,-2369.2284788568472,30420.01165014502,2496.4760125543426,0.09326954634758715,-0.11270737826902,0.038399888582812756
10,0.017891774801191734,0.991006951919994,-2352.200836292051,30472.048198786662,2495.9091002363675,0.11462174405919733,-0.09128389176263883,0.039273730853061586
11,0.02153119066741798,0.9892147465727283,-2331.605826785201,30528.971106962435,2495.3363335900935,0.13819539591276753,-0.09786379758001959,0.03929127899784734
12,0.025499618480497893,0.9872787974088104,-2308.5341566211914,30591.554978385728,2494.5485026334945,0.16399899612964858,-0.12651154790597793,0.06950656296550264
13,0.029794531487879642,0.9852054827857244,-2283.0792985482335,30660.262874989166,2493.4361749091872,0.19204240866588498,-0.1592413839292319,0.09111327146006902
14,0.034413195074567936,0.983001720564586,-2255.205219985809,30735.50573533933,2491.907564838912,0.2223362140506234,-0.18419312752485748,0.12774620785123544
15,0.03935266849965761,0.9806760978361877,-2222.4384671744515,30816.252787820988,2490.2080609734217,0.25489174789091124,-0.16579531268227218,0.11970966508147224
16,0.04460980676602036,0.9782407207660129,-2183.293273704213,30901.40101448098,2488.48445824998,0.2897186624417479,-0.16223136470741364,0.13774053239468065
17,0.05018126262109913,0.975709232950839,-2137.854074251579,30991.64241945572,2486.5774325385773,0.32682698339454364,-0.16059161471473324,0.1446242242184581
18,0.056063488687088506,0.9730969245809576,-2085.6776709190653,31086.663147751522,2484.4450691926195,0.36622600446566483,-0.16676346175673154,0.17545547707213008
19,0.06225273971889864,0.9704208446174045,-2026.218022713877,31187.146183520188,2481.959597975627,0.4079253516183497,-0.1756234042424988,0.20188524238819322
20,0.06874507498832653,0.9676994262119095,-1960.5795224728415,31295.319994648333,2478.6747166070013,0.4519347441942232,-0.22487372139293485,0.30390357492600345
21,0.07553636079283421,0.964950765869849,-1887.9486110547693,31413.419351988166,2474.2748867919886,0.4982689531541156,-0.22595593564139269,0.3390358120423571
22,0.08262227308728749,0.9622004001371873,-1802.2630796412443,31533.181604808142,2469.856191709605,0.5469357544648453,-0.19693660257592902,0.3354527486030862
23,0.08999830023694692,0.9594807700784603,-1703.4207192048907,31656.222149412,2465.0872760874727,0.5979348879350721,-0.19592443618963296,0.3781473490888552
24,0.0976597458899405,0.9568253350150313,-1591.87076624139,31784.69926582948,2459.4853299218803,0.6512671634647432,-0.20289371239828857,0.45698893938695057
25,0.10560173196737553,0.9542708813092405,-1465.2904036497955,31918.524285850843,2452.9694958237487,0.7069335537130916,-0.17917548327752336,0.466796662864997
26,0.11381920176917573,0.9518632367283241,-1319.0822268775767,32044.816307954927,2446.979371359832,0.7649180974091119,-0.13851495843589373,0.41321575953994333
27,0.12230692319366337,0.9496541681528341,-1154.5464335733066,32168.232033858407,2440.700486238964,0.825187578458452,-0.12929388931234076,0.48151820751729574
28,0.1310594920688295,0.9476955806084177,-971.5615438713902,32290.241337652533,2433.6704935649414,0.8877140020762722,-0.10694681404086419,0.48693317826918886
29,0.14007133559317092,0.9460451201428033,-768.0146058614908,32403.61383760879,2426.5623099710147,0.9524513460459102,-0.07973370753965822,0.4919685870529172
30,0.14933671588389835,0.9447647890412237,-544.0664382534503,32507.312431098897,2419.178195794973,1.0193374442071639,-0.05805039499970877,0.4965073277430559
31,0.15884973363025903,0.9439186815103657,-299.51771144442614,32597.64789807911,2411.7009683456677,1.0882950855083025,-0.02713958659258009,0.481975654762636
32,0.168604331849642,0.9435737143947942,-34.979699110100526,32667.31689887519,2404.669049257525,1.1592243282224135,-0.0077275495424608135,0.41394919754963666
33,0.17859429974407867,0.9437939917217891,246.18784338295305,32707.497566715636,2398.8840137102447,1.2319935878982227,0.014258837457209735,0.31173329053597565
34,0.18881327665467806,0.9446390660549168,540.9452570508669,32714.213070806,2394.504076303131,1.3064421895725367,0.021948049394307976,0.2428856938295856
35,0.19925475611148216,0.9461587235197498,843.6156048730821,32699.53244225592,2389.931168628599,1.3824034730109607,0.029432361702558234,0.33148536241240734
36,0.20991208997616015,0.9483991808264728,1156.695479779713,32676.519767120517,2383.3280217339893,1.4597372820167582,0.05161877357581464,0.40823484854770964
37,0.2207784926749051,0.9514070986316634,1475.3322042229202,32622.71000836257,2377.358815231519,1.5382853118883852,0.034854766972406546,0.25212876111025145
38,0.23184704551883642,0.9552136112001471,1794.9089093467517,32519.280984049572,2374.015145438552,1.6178151771232534,0.05684244509181693,0.14725990959936713
39,0.24311070110915853,0.9598404076107447,2109.2408220980615,32382.609622217296,2371.51736992977,1.6980917972452163,0.023526944858106292,0.09461065649758013
