,Time (yrs),R (AU),Vr (m/s),Vt (m/s),m (kg),theta (rad),T radial (N),T tangential (N)
0,0.0,1.0,0.0,33285.79394359781,2500.0,0.0,0.26507049242276565,-0.1018385069802341
1,0.0008128084630851884,1.0000033480944435,38.84025607116559,33285.14656978775,2499.7990424044797,0.005688688740822855,0.06326275825327221,-0.01891118548779528
2,0.002723369881966724,1.0000367050537196,127.04349647792591,33284.324450425396,2499.72219167092,0.019059848062319446,0.006449470195149434,0.03782081622658821
3,0.005722195198699251,1.000160346834694,265.10701107907636,33283.50629266166,2499.2766672031703,0.04004515980005824,0.004054932666207473,0.1334724063293944
4,0.009803720037805018,1.000468426927123,452.8250759808026,33281.79001923764,2498.23405750635,0.0686002284964893,-0.0027625305144725583,0.18419758410130127
5,0.014960646501910682,1.0010874304914386,688.4634942839998,33273.166963419026,2496.67498268962,0.10465756349715563,-0.03693383022131741,0.16643094344565543
6,0.021183794034856228,1.0021736455344696,972.1164491303791,33245.29233458455,2495.6519245454797,0.14811093265533462,0.004672102505628954,0.03911557647349517
7,0.028462093752084323,1.0039159312281054,1304.129591363833,33188.900745776264,2495.450593398875,0.19879597799986923,0.006007061840978422,0.02022946191455682
8,0.0367826031863846,1.0065245037695265,1676.8600263833218,33107.019169371924,2494.9564204391772,0.2564939119243866,0.006305495212246201,0.042808329436380944
9,0.04613052782617327,1.0102266734854446,2088.618445864831,32989.833790525256,2494.373109851197,0.3209216350006745,0.014031723341496195,0.03999178664381943
10,0.05648924688844555,1.0152605897458153,2531.2408869218534,32834.27567231896,2493.3747175372964,0.3917155500714865,0.014375904309299053,0.0709391643532541
11,0.06784034265052577,1.0218640702756259,2998.56408856751,32628.71003213335,2492.447715856406,0.4684295609811531,0.010833514416842651,0.01891039072708507
12,0.08016363309565991,1.0302610010621545,3477.7065250802266,32365.357489257884,2492.144291751023,0.5505124845164803,0.01041237403591332,0.026624484033076407
13,0.09343720774604077,1.0406520296019393,3962.723484035195,32047.29239023127,2491.293999960999,0.6373411393426294,0.02398340376787,0.023070477977614415
14,0.10763746659240923,1.0532040647002199,4436.768061770636,31667.544013571314,2490.958032234538,0.7282195974548374,0.007022604475201408,0.011930819899348168
